3325347879,167772687,443,36922,8,597,597,597,597,597,597,597,597,1.296095,1e-05,0.11962800000000001,0.11972299999999997,0.10297200000000006,0.41322099999999995,0.32609100000000013,0.14754,0.06687799999999999,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,8,54,54,54,54,54,54,54,54,4.363700000000001,1e-05,0.11959399999999998,0.15719600000000006,0.06549299999999991,0.778539,0.10831199999999996,0.06688800000000006,3.065959,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,8,597,597,1111,597,597,597,597,597,4.669537,1e-05,0.42953,0.0004369999999999652,0.00032599999999999296,0.21897700000000003,0.42562199999999994,3.265376,0.3289850000000003,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,8,60,60,60,60,60,60,60,60,4.988924,1e-05,0.429562,0.00039600000000000746,0.0003070000000000017,0.21902500000000003,0.42563700000000004,3.2653190000000003,0.32908199999999965,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,8,597,597,597,597,597,597,597,597,2.000033,1e-05,0.32166099999999975,0.3061100000000003,0.34539600000000004,0.3207379999999995,0.31352400000000014,0.3087559999999998,0.07946900000000046,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,8,597,597,597,597,597,165,597,597,1.6769429999999996,1e-05,0.30724700000000027,0.344163,0.32103199999999976,0.313256,0.19054099999999963,0.1182610000000004,0.08220600000000022,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,8,60,60,60,60,60,60,60,60,1.8802349999999999,1e-05,0.3071950000000001,0.344106,0.32111599999999996,0.31313999999999975,0.190658,0.11820800000000009,0.08223299999999956,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,8,597,597,597,597,597,597,597,597,1.69538,1e-05,0.06859600000000032,0.17259199999999986,0.1461969999999999,0.319515,0.30750800000000034,0.3634499999999994,0.3134320000000006,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,8,597,597,597,597,597,597,597,597,2.0010030000000008,1e-05,0.06774400000000025,0.31703299999999945,0.3195540000000001,0.30745800000000045,0.3633880000000005,0.31589499999999937,0.30968900000000055,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,8,60,60,60,60,60,60,60,60,2.311667,1e-05,0.06784699999999955,0.31692300000000007,0.31956000000000007,0.307461,0.36355300000000046,0.31572199999999917,0.3096930000000011,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,8,1514,54,54,54,54,54,54,54,38.064972999999995,1e-05,0.6835180000000003,0.10840099999999975,1.9676079999999994,0.3046350000000011,0.5713629999999998,34.270407000000006,0.1553869999999975,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,8,597,597,597,597,597,597,597,597,35.807688,1e-05,0.3128799999999998,0.34341199999999894,0.19596700000000133,0.33734100000000034,34.308437,0.15538399999999797,0.117837999999999,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,8,597,597,597,597,597,1111,597,597,35.724795,1e-05,0.0697650000000003,0.19571100000000108,34.274764,0.5256469999999993,0.0009790000000009513,0.21604100000000415,0.4417019999999994,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,8,60,60,60,60,60,60,60,60,36.099089,1e-05,0.0696829999999995,0.19578500000000076,34.274744,0.5257660000000044,0.000816000000000372,0.21615899999999755,0.44160600000000017,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
