3325347879,167772687,443,59960,17,60,60,60,60,60,60,60,60,60,60,60,1474,1474,60,60,60,60,3.9743370000000002,1e-05,0.00013500000000000003,0.00029399999999999994,0.789616,0.07001200000000007,0.1945499999999999,0.19929700000000006,0.3678060000000001,0.07028999999999996,0.23274700000000004,0.29128299999999974,0.700504,0.00010500000000002174,0.07355500000000026,0.4490780000000001,0.30438399999999977,0.00042600000000003746,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,17,597,597,597,597,597,597,597,597,597,841,597,597,597,597,597,597,597,3.5569710000000003,1e-05,0.065222,0.08046500000000001,0.19361099999999998,0.20437700000000003,0.43400400000000006,0.23239599999999982,0.2918930000000002,0.34646299999999997,0.3584909999999999,0.06579999999999986,0.29295700000000036,0.160968,0.29167999999999994,0.24623499999999998,0.12786899999999957,0.16447400000000023,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,17,1514,1514,1514,54,54,54,54,54,54,54,54,54,54,54,54,54,54,4.992987,1e-05,0.000128,0.00038100000000000005,0.709563,0.06519999999999992,1.8224609999999999,0.31907299999999994,8.800000000031005e-05,5.100000000002325e-05,0.06585399999999986,0.3308970000000002,0.12301999999999991,0.5769709999999999,0.08881599999999956,0.16447700000000065,0.5747460000000002,0.151192,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,17,1235,205,597,597,597,597,597,597,597,1111,597,597,1111,597,597,1111,1111,5.005618,1e-05,0.00029500000000000007,0.7894019999999999,0.07008000000000003,0.1944990000000001,0.1993539999999998,0.36778900000000014,0.07035400000000003,0.23264099999999988,0.2912920000000001,0.7742489999999997,0.448944,0.3042720000000001,0.0007269999999999222,0.527072,0.0004070000000000462,0.7340290000000005,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,17,60,60,1474,1474,60,60,60,60,60,60,60,60,60,1474,60,60,60,3.6979300000000004,1e-05,0.0002980000000007976,0.7210359999999998,0.000128000000000128,0.012939999999999507,0.0009709999999998331,0.11277399999999993,0.3878180000000002,0.061830000000000496,0.0002740000000001075,0.4055149999999994,0.11427800000000055,0.29581999999999997,0.4915199999999995,0.0028500000000004633,0.007651999999999326,0.7328100000000006,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,17,597,841,597,597,597,597,597,597,597,597,1111,597,597,205,597,597,597,3.1676130000000002,1e-05,0.1895150000000001,0.11814999999999998,0.10624400000000023,0.12835399999999986,0.15618399999999966,0.06480500000000067,0.1028399999999996,0.23787499999999984,0.06493000000000038,0.11275100000000027,0.2965099999999996,0.20476500000000009,0.29039699999999957,0.114147,0.6152640000000007,0.36316599999999966,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,17,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,1514,1514,3.995749000000001,1e-05,7.599999999996498e-05,0.260637,0.0921460000000005,0.15618199999999938,0.2036390000000008,0.20188999999999968,0.06492300000000029,0.6531919999999998,0.25109599999999954,0.00010700000000074539,0.15279799999999977,0.5766450000000001,1.0713219999999994,0.2989460000000008,0.01192200000000021,9.699999999845943e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,17,597,597,597,597,597,597,1111,597,597,1111,597,597,597,597,597,247,597,4.743855999999999,1e-05,0.1127180000000001,0.3877859999999993,0.06185300000000016,0.00038400000000038403,0.40535999999999994,0.11429400000000012,0.2958259999999999,0.4944069999999998,0.007613000000000092,0.7327969999999997,0.3514020000000002,0.23894699999999958,0.07399400000000078,0.42037499999999994,0.28432999999999886,0.7615630000000007,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,17,60,60,60,60,60,60,1474,1310,1310,1474,1474,1474,1474,60,1392,1474,1228,1.7971540000000008,1e-05,0.23902499999999982,0.0741840000000007,0.42011299999999885,0.2841390000000015,0.00014799999999937086,0.6487619999999996,9.100000000117348e-05,0.004412999999999556,0.060871999999999815,6.199999999978445e-05,0.04625399999999935,0.00011500000000097543,0.0010999999999992127,0.006888000000000005,0.01086900000000135,6.49999999993156e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,17,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,0.19600600000000057,1e-05,0.004402000000000683,0.03958299999999859,0.021303000000001404,7.100000000015427e-05,5.799999999922534e-05,4.900000000063187e-05,0.04624699999999926,7.599999999996498e-05,5.400000000044258e-05,0.007939000000000362,0.010862999999998735,0.00011700000000125499,0.03723099999999846,0.009035000000000792,8.899999999911756e-05,0.001796000000000575,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,17,597,597,597,597,597,1474,1474,838,1228,1392,1474,1474,1474,1474,1146,1474,1474,1.6343990000000002,1e-05,0.07585100000000011,0.3631410000000006,0.33812400000000054,0.6553589999999989,0.010181000000001106,0.060862999999999445,0.0002250000000003638,0.04637699999999967,0.007754000000000261,0.011008999999999602,0.00015600000000048908,0.04622700000000002,0.00011399999999994748,7.899999999949614e-05,0.018838000000000577,8.799999999986596e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
