@Relation test
@Attribute feature_0 numeric
@Attribute feature_1 numeric
@Attribute feature_2 numeric
@Attribute feature_3 numeric
@Attribute feature_4 numeric
@Attribute feature_5 numeric
@Attribute feature_6 numeric
@Attribute feature_7 numeric
@Attribute class {MAIL_gate_Email_IMAP_filetransfer.pcap,MAIL_gate_POP_filetransfer.pcap,MAIL_Gateway_Thunderbird_Imap.pcap}
@data
3325347879,167772687,443,59960,14,262.0,3.2754540000000003,0.2300149230769231,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,614.4285714285714,3.033471,0.23217899999999997,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,14,688.0,3.744007,0.28799215384615384,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,14,366.85714285714283,4.266914,0.3155771538461538,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,262.0,2.6457,0.1950463846153846,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,651.1428571428571,2.114555,0.16235653846153847,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,14,54.0,2.612379,0.20076376923076925,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,14,743.8571428571429,3.3487600000000004,0.25757615384615384,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,351.2857142857143,3.5526920000000004,0.2729526153846154,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,711.5,3.3214650000000008,0.25549623076923084,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,14,262.57142857142856,2.71978,0.20920930769230767,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,1225.142857142857,0.2225780000000004,0.01711846153846157,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,14,54.0,0.14423200000000058,0.011090230769230795,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,1345.7142857142858,0.145249999999999,0.01109838461538455,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,1314.4285714285713,0.12342599999999848,0.009493538461538375,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,14,54.0,0.11267499999999941,0.008665615384615376,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,1262.7142857142858,0.14291200000000082,0.010989153846153817,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,1100.7142857142858,0.13109099999999962,0.01008284615384611,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,14,54.0,0.2456700000000005,0.018894846153846137,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,1296.857142857143,0.16028999999999982,0.01232930769230765,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,1339.5,0.2756779999999992,0.021202461538461528,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,14,572.0,2.349563,0.18073007692307697,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,1089.0,0.08437299999999937,0.006487076923076911,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,14,54.0,0.11502699999999955,0.008843923076922987,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,1331.4285714285713,0.07819000000000109,0.006013923076923133,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,1195.857142857143,0.11487700000000167,0.008836307692307699,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,14,54.0,0.11608799999999952,0.008928230769230713,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,1077.2857142857142,0.11852299999999971,0.009115846153846153,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,1353.357142857143,0.13685500000000062,0.010526538461538539,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,14,54.0,0.1877949999999995,0.014441153846153845,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,1279.2857142857142,0.11612900000000081,0.008931769230769259,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,1260.642857142857,0.12427600000000005,0.00955738461538457,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,14,54.0,0.12258300000000055,0.009426384615384639,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,14,1201.7142857142858,0.1159359999999996,0.006154999999999962,MAIL_gate_Email_IMAP_filetransfer.pcap
