@Relation test
@Attribute feature_0 numeric
@Attribute feature_1 numeric
@Attribute feature_2 numeric
@Attribute feature_3 numeric
@Attribute feature_4 numeric
@Attribute feature_5 numeric
@Attribute feature_6 numeric
@Attribute feature_7 numeric
@Attribute class {FILE-TRANSFER_gate_SFTP_filetransfer.pcap,CHAT_facebookchatgateway.pcap,MAIL_gate_Email_IMAP_filetransfer.pcap,VIDEO_Youtube_Flash_Gateway.pcap}
@data
3325347879,167772687,443,36922,38,597.0,45.909535,1.2407557027027027,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,612.6842105263158,47.443715,1.2822547837837839,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,47.869828000000005,1.2822569189189188,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,707.1578947368421,50.976915,1.377750891891892,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,3.4146399999999986,0.0922865405405406,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,673.3684210526316,3.416528999999997,0.09233694594594587,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1488.342105263158,0.21578799999999632,0.005830027027026997,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.22107500000000613,0.005967837837837843,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1514.0,0.012816999999998302,0.0003449729729728949,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1079.5263157894738,0.22450700000000268,0.00606651351351346,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.14644399999999536,0.0039576216216215465,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1475.578947368421,0.33183700000000016,0.008204378378378363,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1182.342105263158,0.770776000000005,0.020826459459459594,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1398.7368421052631,0.4430320000000023,0.011970675675675656,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.6344470000000015,0.017145675675675764,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.35052900000000164,0.009403405405405435,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1437.157894736842,0.35114099999999837,0.009488135135135172,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1010.5263157894736,0.526098999999995,0.014215891891891841,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.36186999999999614,0.009775513513513513,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1360.3157894736842,0.364487000000004,0.00984532432432436,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,724.8421052631579,6.623237000000003,0.17898745945945957,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.2631680000000003,0.007096648648648532,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1360.3157894736842,0.3208240000000018,0.008666351351351216,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1046.842105263158,0.45981100000000197,0.012422243243243258,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.3110749999999953,0.008404675675675596,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1437.157894736842,0.25134199999999396,0.006791297297297276,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1398.7368421052631,0.31331200000000337,0.008464324324324396,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.3139539999999954,0.008483999999999941,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1044.0,0.5587739999999997,0.01509813513513509,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1360.3157894736842,0.47184499999999474,0.012747675675675594,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.4738869999999977,0.012804891891891958,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,998.1052631578947,0.8141689999999997,0.022000945945946055,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.34536399999999645,0.00932945945945933,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1360.3157894736842,0.40532800000000435,0.010949918918919097,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.5036050000000003,0.013608756756756723,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1360.3157894736842,0.4457000000000022,0.01204232432432431,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1012.1578947368421,0.576322999999995,0.015572999999999932,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.39434200000000175,0.010653189189189203,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1437.157894736842,0.398184999999998,0.010757216216216104,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,809.8157894736842,2.392331999999996,0.06465375675675662,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.19869699999999568,0.005360675675675573,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1360.3157894736842,0.3184490000000011,0.008601027027027051,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1014.8947368421053,0.6523800000000008,0.017628540540540576,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.45584800000000314,0.012318000000000112,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1398.7368421052631,0.3505389999999977,0.00946935135135138,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.28898900000000083,0.007802864864864994,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1041.9473684210527,0.6169469999999961,0.016670054054053963,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1398.7368421052631,0.27010800000000046,0.00729616216216204,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.5330960000000005,0.01440762162162163,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1283.4736842105262,0.5319069999999968,0.014370864864864727,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,985.0526315789474,0.7913339999999991,0.021382027027026948,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.2647059999999968,0.007152540540540459,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1360.3157894736842,0.38640900000000045,0.010437540540540585,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.4233109999999982,0.011436405405405409,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1437.157894736842,0.356228999999999,0.00962572972972958,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1046.842105263158,0.4922389999999979,0.013300837837837852,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,795.5263157894736,2.2947339999999983,0.06096610810810797,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.3187169999999995,0.00860840540540543,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1475.578947368421,0.26514599999999433,0.0071634054054053545,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.25908699999999385,0.0054225135135134135,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1001.3684210526316,0.5218270000000018,0.01410075675675684,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1475.578947368421,0.2611119999999971,0.007054351351351252,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.25482099999999974,0.006881810810810791,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1437.157894736842,0.2641519999999957,0.007134324324324337,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,92.89473684210526,0.3840269999999961,0.010377297297297347,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1019.1052631578947,0.6328630000000004,0.01710143243243246,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1360.3157894736842,0.3260700000000014,0.008808432432432498,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.20125300000000124,0.0037598378378380106,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1360.3157894736842,0.30184500000000014,0.008157972972972976,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1008.8947368421053,0.44663599999999803,0.012066027027026893,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.13460299999999847,0.003596243243243378,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1360.3157894736842,0.33816800000000313,0.009135405405405325,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.38670700000000124,0.010448702702702796,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1360.3157894736842,0.38500200000000007,0.010399783783783905,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1002.3684210526316,0.6449579999999955,0.01742837837837833,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,829.3421052631579,2.3495199999999983,0.06346067567567565,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.6088050000000038,0.016440135135135193,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1321.8947368421052,0.5888819999999981,0.015910972972973024,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.4110499999999959,0.009558162162162074,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1044.0526315789473,1.0096419999999995,0.027286243243243254,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1321.8947368421052,0.8039279999999991,0.01921608108108119,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.8174020000000013,0.022087378378378424,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1245.0526315789473,0.7679799999999943,0.02075197297297297,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.47919999999999874,0.012945243243243268,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1043.578947368421,0.9259850000000043,0.025023783783783768,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1360.3157894736842,0.34168899999999525,0.009231108108107986,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.23947100000000177,0.004929000000000147,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1475.578947368421,0.2293069999999986,0.006192729729729795,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1009.4736842105264,0.39512200000000064,0.01067627027027039,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.06129800000000074,0.0016520540540540965,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1437.157894736842,0.13794200000000245,0.003722945945945931,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.10397000000000389,0.0028073783783783813,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1514.0,0.06932299999999714,0.0018713783783783273,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1068.8947368421052,0.16071900000000028,0.004342567567567505,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,814.921052631579,2.5473289999999977,0.06883351351351359,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,60.0,0.10156299999999874,0.002743270270270242,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1437.157894736842,0.18368300000000204,0.0039911351351351355,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,38,95.05263157894737,0.20337099999999708,0.005496000000000065,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1006.2105263157895,0.37855900000000275,0.010224702702702787,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,38,1437.157894736842,0.1688609999999997,0.004556864864864918,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
