[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 231, 38, 1398, 45, 38, 38, 46]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 244, 38, 1398, 1398, 1364, 38, 38, 46]	5
[69, 163, 239, 38, 1398, 830, 38, 38, 46]	5
[69, 163, 235, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1039, 38, 38, 46]	5
[69, 126, 163, 46, 38]	5
[69, 163, 242, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1460, 794, 38, 46]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 234, 38, 1398, 1460, 1336, 222, 38, 38, 46]	5
[69, 163, 231, 38, 1398, 1398, 1398, 423, 38, 38, 46]	5
[69, 163, 228, 38, 1398, 1398, 1398, 1398, 1300, 38, 38, 46]	5
[69, 163, 46, 38]	5
[1460, 115, 1398, 1460, 1336, 1398, 1398, 1398, 1398, 1398, 1460, 1336, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1454]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 264, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 166, 38, 38, 46]	5
[69, 163, 271, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1460, 1460, 375, 38, 46]	5
[69, 163, 264, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 166, 38, 38, 46]	5
[69, 163, 268, 38, 1398, 831, 38, 38, 46]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 303, 38, 1398, 1398, 1398, 1398, 875, 38, 38, 46]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[436, 1398, 582]	3
[436, 1398, 64]	3
[69, 163, 46, 38]	5
[69, 163, 275, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1460, 1460, 375, 38, 46]	5
[69, 163, 275, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1460, 1460, 375, 38, 46]	5
[69, 163, 272, 38, 1398, 831, 38, 38, 46]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[479, 1398, 1398, 110]	3
[479, 1398, 220]	3
[69, 87, 38, 38]	5
[69, 346, 38, 38, 1398, 852, 1398, 309, 1398, 346, 1314, 355, 1392, 1398, 52, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1185]	5
[441, 1398, 1398, 1398, 1398, 1398, 1398, 273]	3
[441, 1398, 1460, 141]	3
[69, 163, 46, 38]	5
[445, 1398, 1398, 454, 1398, 1398]	3
[445, 1388, 453, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 962]	3
[445, 1398, 871, 1398]	3
[453, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 380, 1398, 1398]	3
[453, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1460, 1398, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 765, 1460]	3
[453, 1398, 1398, 1398, 1398, 1460, 1336, 1398, 1398, 1398, 1398, 1460, 1460, 1398, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 735]	3
[438, 1258]	3
[438, 1398, 357, 1398]	3
[69, 163, 46, 38]	5
[69, 126, 163, 46, 38]	5
[69, 163, 46, 38]	5
[163, 46, 69, 38]	5
[69, 163, 300, 38, 1398, 758, 1398, 309, 1398, 346, 1313, 355, 1392, 1460, 1460, 1460, 1460, 1460, 1432, 975, 1460, 418, 1398, 97, 1187, 48, 38, 38, 46]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 238, 38, 1398, 88, 38, 38, 46]	5
[69, 163, 227, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 38, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1339, 46]	5
[69, 163, 46, 38]	5
[69, 163, 247, 38, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1186, 46, 46, 46, 46, 46, 46, 46]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 215, 38, 1398, 88, 38, 38, 46]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 38, 38, 46]	5
[69, 163, 300, 38, 1398, 44, 38, 38, 46]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 321, 38, 1398, 1398, 1398, 301, 38, 38, 46]	5
[69, 163, 46, 38]	5
[69, 163, 319, 38, 1398, 1460, 1336, 1398, 1398, 1398, 1398, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1328, 38, 46]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 295, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1460, 1460, 375, 38, 46]	5
[69, 163, 292, 38, 1398, 831, 38, 38, 46]	5
[453, 1398, 186]	3
[460, 1398, 1398, 934, 460, 1398, 652]	3
[460, 205, 1398]	3
[69, 163, 46, 38]	5
[427]	5
[427, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 80]	5
[452, 1398, 1398, 1038, 452, 1398, 490, 443, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1460, 1336, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 702]	3
[452, 1398, 267]	3
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 263, 38, 1398, 855, 1398, 309, 1398, 346, 1313, 355, 1392, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1213, 38, 46]	5
[69, 163, 236, 38, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1339, 46]	5
[788, 1398, 1121]	3
[69, 163, 38, 38, 46, 46, 46, 46, 46, 46, 46]	5
[69, 163, 38, 46]	5
[69, 69, 163, 46, 38]	5
[69, 69, 163, 46, 38]	5
[65, 45, 73]	3
[69, 157, 315, 109, 38, 1398, 59, 38, 38, 1398, 1398, 1398, 1398, 1398, 1398, 550, 38, 46, 46, 46, 46, 46, 46, 46]	5
[73, 73, 65, 509, 1398, 1398, 924, 37, 37, 45]	3
[73, 73, 65, 509, 1398, 567, 37, 45]	3
[73, 65, 509, 1398, 565, 37, 45]	3
[73, 65, 509, 1398, 483, 37, 45]	3
[73, 65, 45, 73]	3
[73, 65, 551, 1398, 1398, 1398, 1398, 424, 37, 41, 41, 41, 41, 41, 41, 45]	3
[163, 580, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1451, 38, 46]	5
[69, 163, 46, 38]	5
[69, 163, 249, 38, 1398, 918, 38, 38, 46]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 252, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1460, 1460, 479, 38, 46]	5
[69, 69, 157, 254, 38, 1398, 1075, 38, 38, 46]	5
[69, 157, 262, 38, 1398, 1398, 1398, 589, 38, 38, 46]	5
[69, 69, 157, 267, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1223, 38, 46]	5
[69, 69, 157, 46, 38]	5
[69, 163, 46, 38]	5
[69, 157, 297, 38, 1398, 59, 38, 38, 46]	5
[69, 157, 309, 38, 1398, 1398, 1398, 1398, 1460, 1336, 688, 38, 38, 46]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 180, 38]	5
[69, 163, 46, 38]	5
[69, 126, 163, 216, 38, 1398, 88, 38, 38, 46]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 238, 38, 38, 1398, 126, 46]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 286, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 871, 38, 46]	5
[69, 163, 282, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1179, 38, 46]	5
[69, 163, 302, 38, 1398, 1214, 38, 38, 46]	5
[69, 69, 163, 292, 38, 943, 38, 38, 38, 46]	5
[451, 1398, 1398, 964]	3
[424, 1398, 1357, 424, 1398, 1398, 1288, 450, 1398, 1398, 1398, 558]	3
[424, 1398, 869, 424, 1372]	3
[424, 1398, 118]	3
[567, 65, 573, 567, 567, 258, 73, 1398, 493, 37, 1398, 407, 37, 1398, 659, 37, 1398, 454, 37, 567, 1398, 918, 37, 41, 41, 45]	3
[69, 163, 236, 38, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 639, 46]	5
[69, 461, 38, 678, 38, 46]	5
[69, 458, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1396, 46, 46, 46, 46, 46, 46, 46]	5
[69, 163, 38, 46]	5
[69, 163, 77, 38]	5
[443, 1398, 745]	3
[443, 1398, 264]	3
[69, 126, 163, 38, 46]	5
[69, 163, 275, 38, 38, 1398, 856, 1398, 309, 1398, 346, 1314, 355, 1392, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1400, 1187, 86, 46]	5
[163, 46, 69, 38]	5
[69, 163, 299, 38, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 606, 38, 46]	5
[69, 163, 310, 38, 1398, 410, 38, 38, 46]	5
[69, 163, 301, 38, 1398, 1334, 38, 38, 46]	5
[69, 163, 38, 46]	5
[69, 163, 46, 38]	5
[69, 69]	5
[69, 163, 263, 69, 38, 1398, 1398, 1398, 1398, 1299, 38, 38, 46]	5
[69, 69, 163, 46, 38]	5
[69, 163, 294, 38, 1398, 1097, 38, 38, 46]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[69, 163, 204, 38, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1339, 38, 46]	5
[69, 163, 46, 38]	5
[69, 163, 46, 38]	5
[762, 1398, 838]	3
[69]	5
[69]	5
[69]	5
[69]	5
[69]	5
[163, 260, 258, 69, 38, 38, 1398, 758, 1398, 309, 1398, 346, 1314, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46]	5
[69]	5
[69]	5
[69]	5
[69, 69, 157, 38, 38, 198, 1398, 84, 38, 91, 1398, 1398, 1460, 1336, 1398, 1398, 1398, 1398, 1460, 1336, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1200, 1200]	5
[69, 157, 198, 38, 1398, 84, 38, 38, 91, 1398, 1460, 1336, 1398, 1398, 1460, 1336, 1398, 1460, 1336, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1460, 1200, 1200]	5
