167772687,3325347879,36922,443,5,597,597,1111,597,597,0.649499,1e-05,0.42953,0.0004369999999999652,0.00032599999999999296,0.21897700000000003,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,5,60,60,60,60,60,1.060815,1e-05,0.429562,0.00039600000000000746,0.0003070000000000017,0.21902500000000003,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,5,597,597,597,597,597,0.769412,1e-05,0.11962800000000001,0.11972299999999997,0.10297200000000006,0.41322099999999995,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,5,54,54,54,54,54,1.2291020000000001,1e-05,0.11959399999999998,0.15719600000000006,0.06549299999999991,0.778539,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,5,597,597,597,597,597,3.603684,1e-05,0.14754,0.06687799999999999,3.065939,0.32166099999999975,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,5,597,597,597,597,597,4.223389,1e-05,3.265376,0.3289850000000003,0.32154599999999967,0.30724700000000027,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,5,60,60,60,60,60,4.565503,1e-05,3.2653190000000003,0.32908199999999965,0.3215490000000001,0.3071950000000001,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,5,597,597,597,597,597,1.2900559999999999,1e-05,0.34539600000000004,0.3207379999999995,0.31352400000000014,0.3087559999999998,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,5,597,597,597,165,597,0.9432999999999998,1e-05,0.32103199999999976,0.313256,0.19054099999999963,0.1182610000000004,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,5,60,60,60,60,60,1.0207389999999998,1e-05,0.32111599999999996,0.31313999999999975,0.190658,0.11820800000000009,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,5,54,54,54,1514,54,5.724019,1e-05,0.06688800000000006,3.065959,1.79929,0.6835180000000003,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
