@Relation test
@Attribute feature_0 numeric
@Attribute feature_1 numeric
@Attribute feature_2 numeric
@Attribute feature_3 numeric
@Attribute feature_4 numeric
@Attribute feature_5 numeric
@Attribute feature_6 numeric
@Attribute feature_7 numeric
@Attribute feature_8 numeric
@Attribute feature_9 numeric
@Attribute feature_10 numeric
@Attribute feature_11 numeric
@Attribute feature_12 numeric
@Attribute feature_13 numeric
@Attribute feature_14 numeric
@Attribute feature_15 numeric
@Attribute feature_16 numeric
@Attribute feature_17 numeric
@Attribute class {FILE-TRANSFER_gate_SFTP_filetransfer.pcap,CHAT_facebookchatgateway.pcap,MAIL_gate_Email_IMAP_filetransfer.pcap,VIDEO_Youtube_Flash_Gateway.pcap}
@data
167772687,3325347879,36922,443,6,597,597,1111,597,597,597,1.075136,1e-05,0.42953,0.0004369999999999652,0.00032599999999999296,0.21897700000000003,0.42562199999999994,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,6,60,60,60,60,60,60,1.3869060000000002,1e-05,0.429562,0.00039600000000000746,0.0003070000000000017,0.21902500000000003,0.42563700000000004,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,6,597,597,597,597,597,597,1.120895,1e-05,0.11962800000000001,0.11972299999999997,0.10297200000000006,0.41322099999999995,0.32609100000000013,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,6,54,54,54,54,54,54,1.2959800000000001,1e-05,0.11959399999999998,0.15719600000000006,0.06549299999999991,0.778539,0.10831199999999996,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,6,597,597,597,597,597,597,4.107554,1e-05,0.06687799999999999,3.065939,0.32166099999999975,0.3061100000000003,0.34539600000000004,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,6,597,597,597,597,597,597,1.6232350000000002,1e-05,0.3289850000000003,0.32154599999999967,0.30724700000000027,0.344163,0.32103199999999976,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,6,60,60,60,60,60,60,1.9344459999999994,1e-05,0.32908199999999965,0.3215490000000001,0.3071950000000001,0.344106,0.32111599999999996,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,6,597,597,597,597,597,597,0.9819960000000005,1e-05,0.31352400000000014,0.3087559999999998,0.07946900000000046,0.2081949999999999,0.06859600000000032,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,6,597,165,597,597,597,597,0.6672229999999999,1e-05,0.19054099999999963,0.1182610000000004,0.08220600000000022,0.20812399999999975,0.06774400000000025,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,6,60,60,60,60,60,60,0.8358660000000002,1e-05,0.190658,0.11820800000000009,0.08223299999999956,0.20813100000000073,0.06784699999999955,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,6,597,597,597,597,597,597,1.454192,1e-05,0.1461969999999999,0.319515,0.30750800000000034,0.3634499999999994,0.3134320000000006,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,6,597,597,597,597,597,597,1.616226000000001,1e-05,0.3195540000000001,0.30745800000000045,0.3633880000000005,0.31589499999999937,0.30968900000000055,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,6,60,60,60,60,60,60,1.9268970000000003,1e-05,0.31956000000000007,0.307461,0.36355300000000046,0.31572199999999917,0.3096930000000011,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,6,54,54,1514,54,54,54,7.864334999999999,1e-05,3.065959,1.79929,0.6835180000000003,0.10840099999999975,1.9676079999999994,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,6,597,597,597,597,597,597,35.498096000000004,1e-05,0.3128799999999998,0.34341199999999894,0.19596700000000133,0.33734100000000034,34.308437,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,6,597,597,597,597,597,1111,35.06703,1e-05,0.0697650000000003,0.19571100000000108,34.274764,0.5256469999999993,0.0009790000000009513,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,6,60,60,60,60,60,60,35.179773,1e-05,0.0696829999999995,0.19578500000000076,34.274744,0.5257660000000044,0.000816000000000372,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
