@Relation test
@Attribute feature_0 numeric
@Attribute feature_1 numeric
@Attribute feature_2 numeric
@Attribute feature_3 numeric
@Attribute feature_4 numeric
@Attribute feature_5 numeric
@Attribute feature_6 numeric
@Attribute feature_7 numeric
@Attribute class {FILE-TRANSFER_gate_SFTP_filetransfer.pcap,CHAT_facebookchatgateway.pcap,MAIL_gate_Email_IMAP_filetransfer.pcap,VIDEO_Youtube_Flash_Gateway.pcap}
@data
3325347879,167772687,443,36922,34,597.0,44.885039,1.3598543333333333,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,614.5294117647059,45.731621,1.3858046060606062,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,34,60.0,46.213232000000005,1.3858003636363636,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,612.2352941176471,50.971249,1.544577393939394,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,34,60.0,5.068466999999998,0.15358642424242416,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,600.0,5.069127000000002,0.15360821212121215,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1514.0,0.01397699999999702,0.0004208484848483136,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,34,60.0,0.21784099999999995,0.00659636363636368,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1061.235294117647,0.2231740000000002,0.006758636363636454,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1485.3235294117646,0.21532800000000663,0.006520303030303046,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,34,60.0,0.14155099999999976,0.004289303030303114,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1514.0,0.13882199999999756,0.004201333333333313,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1251.6176470588234,0.3376999999999981,0.010227484848484701,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1385.1764705882354,0.5065999999999988,0.015346818181818163,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,34,60.0,0.5110880000000009,0.01548309090909091,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1428.1176470588234,0.26315200000000516,0.007968303030303048,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,34,60.0,0.26365099999999586,0.00798715151515153,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1006.6470588235294,0.7834709999999987,0.02373763636363629,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,34,683.4117647058823,7.225105999999997,0.21774939393939394,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1342.235294117647,0.386529000000003,0.011706545454545478,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,34,60.0,0.38858600000000365,0.01171890909090912,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,34,60.0,0.19861199999999712,0.006013333333333272,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1471.0588235294117,0.20269499999999852,0.006136696969697006,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1006.0588235294117,0.3769449999999992,0.011418727272727275,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,34,60.0,0.25911900000000543,0.007848363636363737,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1342.235294117647,0.31766199999999856,0.009622515151515168,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,997.0,0.563635000000005,0.01707648484848488,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,34,60.0,0.31019000000000574,0.009314121212121267,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1428.1176470588234,0.25003700000000606,0.007571878787878891,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1385.1764705882354,0.31067900000000037,0.009410636363636479,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,34,60.0,0.31168799999999663,0.009444272727272753,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1070.5294117647059,0.5581010000000006,0.016908424242424412,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1342.235294117647,0.46875,0.014199000000000005,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,34,60.0,0.4699730000000031,0.0142366363636363,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,34,60.0,0.21687799999999413,0.006564606060605971,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1385.1764705882354,0.34425099999999986,0.010400121212121,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1012.1176470588235,0.5784060000000011,0.01752254545454561,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,34,827.4411764705883,2.0672420000000002,0.061431757575757584,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,34,60.0,0.3411049999999989,0.010331151515151458,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1428.1176470588234,0.21798099999999465,0.006602939393939199,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,34,60.0,0.3664279999999991,0.01109833333333331,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1015.1176470588235,0.5733800000000002,0.017368606060606015,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1342.235294117647,0.48583,0.014716212121212184,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,34,60.0,0.3670979999999986,0.010080575757575745,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1428.1176470588234,0.2725280000000012,0.008252151515151455,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,985.3529411764706,0.5241729999999976,0.015881696969696973,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,34,60.0,0.2592779999999948,0.007855515151515068,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,34,1342.235294117647,0.3802699999999959,0.010665909090908967,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
