0.000139|0.163012|10.0.2.15|198.52.200.39|TLSv1.2|38931|443|[679, 597, 597]|0.162873|[1e-05, 0.070053, 0.09265299999999999]|MAIL_Gateway_Thunderbird_Imap.pcap
0.000364|0.386245|198.52.200.39|10.0.2.15|TCP|443|38931|[60, 60, 60]|0.38588100000000003|[1e-05, 0.07003, 0.09261799999999999]|MAIL_Gateway_Thunderbird_Imap.pcap
0.067337|0.388135|198.52.200.39|10.0.2.15|TLSv1.2|443|38931|[597, 597, 597]|0.320798|[1e-05, 0.09252, 0.226388]|MAIL_Gateway_Thunderbird_Imap.pcap
0.0|0.702559|10.0.2.15|198.52.200.39|TCP|38931|443|[1514, 54, 54]|0.702559|[1e-05, 0.067378, 0.583648]|MAIL_Gateway_Thunderbird_Imap.pcap
0.388135|0.717118|10.0.2.15|198.52.200.39|TLSv1.2|38931|443|[1111, 597, 597]|0.328983|[1e-05, 0.31442400000000004, 0.014333999999999958]|MAIL_Gateway_Thunderbird_Imap.pcap
0.388278|0.808493|198.52.200.39|10.0.2.15|TCP|443|38931|[60, 60, 60]|0.420215|[1e-05, 0.314504, 0.014336000000000015]|MAIL_Gateway_Thunderbird_Imap.pcap
0.611646|0.810895|198.52.200.39|10.0.2.15|TLSv1.2|443|38931|[597, 597, 597]|0.199249|[1e-05, 0.09592499999999993, 0.10092200000000007]|MAIL_Gateway_Thunderbird_Imap.pcap
0.810895|1.549126|10.0.2.15|198.52.200.39|TLSv1.2|38931|443|[597, 597, 597]|0.738231|[1e-05, 0.09368199999999993, 0.644177]|MAIL_Gateway_Thunderbird_Imap.pcap
0.811157|1.70382|198.52.200.39|10.0.2.15|TCP|443|38931|[60, 60, 60]|0.8926629999999999|[1e-05, 0.09387100000000004, 0.644098]|MAIL_Gateway_Thunderbird_Imap.pcap
0.901822|1.757448|198.52.200.39|10.0.2.15|TLSv1.2|443|38931|[597, 597, 597]|0.8556259999999999|[1e-05, 0.6425569999999999, 0.21128000000000013]|MAIL_Gateway_Thunderbird_Imap.pcap
1.70382|1.84798|10.0.2.15|198.52.200.39|TLSv1.2|38931|443|[597, 1111, 597]|0.14416000000000007|[1e-05, 0.05362800000000001, 0.0902090000000002]|MAIL_Gateway_Thunderbird_Imap.pcap
1.704097|1.848011|198.52.200.39|10.0.2.15|TCP|443|38931|[60, 60, 60]|0.1439140000000001|[1e-05, 0.055037, 0.08884599999999998]|MAIL_Gateway_Thunderbird_Imap.pcap
1.838667|2.178494|198.52.200.39|10.0.2.15|TLSv1.2|443|38931|[1140, 597, 597]|0.3398270000000001|[1e-05, 0.24252699999999994, 0.09725600000000023]|MAIL_Gateway_Thunderbird_Imap.pcap
0.707603|2.278635|10.0.2.15|198.52.200.39|TCP|38931|443|[54, 54, 54]|1.571032|[1e-05, 1.4099199999999998, 0.06097100000000033]|MAIL_Gateway_Thunderbird_Imap.pcap
1.848289|2.370197|198.52.200.39|10.0.2.15|TCP|443|38931|[60, 60, 1404]|0.521908|[1e-05, 0.4336930000000001, 0.08801999999999977]|MAIL_Gateway_Thunderbird_Imap.pcap
1.848011|2.374721|10.0.2.15|198.52.200.39|TLSv1.2|38931|443|[597, 597, 1111]|0.52671|[1e-05, 0.4337629999999999, 0.09263500000000002]|MAIL_Gateway_Thunderbird_Imap.pcap
2.370197|2.440781|198.52.200.39|10.0.2.15|TCP|443|38931|[1474, 60, 60]|0.07058399999999976|[1e-05, 0.0045239999999999725, 0.00023999999999979593]|MAIL_Gateway_Thunderbird_Imap.pcap
2.278635|2.449784|198.52.200.39|10.0.2.15|TLSv1.2|443|38931|[1140, 397, 597]|0.17114900000000022|[1e-05, 0.09161999999999981, 0.07052600000000009]|MAIL_Gateway_Thunderbird_Imap.pcap
2.278678|2.572364|10.0.2.15|198.52.200.39|TCP|38931|443|[54, 54, 54]|0.29368599999999967|[1e-05, 0.0915379999999999, 0.17668600000000012]|MAIL_Gateway_Thunderbird_Imap.pcap
2.37474|2.574011|10.0.2.15|198.52.200.39|TLSv1.2|38931|443|[597, 597, 597]|0.19927099999999998|[1e-05, 0.07504400000000011, 0.1240129999999997]|MAIL_Gateway_Thunderbird_Imap.pcap
2.450435|2.796508|198.52.200.39|10.0.2.15|TCP|443|38931|[60, 60, 60]|0.3460730000000001|[1e-05, 0.12357599999999991, 0.00035199999999990794]|MAIL_Gateway_Thunderbird_Imap.pcap
2.507199|2.834914|198.52.200.39|10.0.2.15|TLSv1.2|443|38931|[1140, 597, 597]|0.327715|[1e-05, 0.06516499999999992, 0.22414400000000034]|MAIL_Gateway_Thunderbird_Imap.pcap
