167772687,3325347879,59960,443,3,1514,1514,1514,0.000604,1e-05,0.000128,0.00038100000000000005,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,60,60,60,0.709775,1e-05,0.00013500000000000003,0.00029399999999999994,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,1235,205,597,0.78997,1e-05,0.00029500000000000007,0.7894019999999999,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,597,597,597,0.15007700000000002,1e-05,0.065222,0.08046500000000001,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,60,60,60,0.46340500000000007,1e-05,0.07001200000000007,0.1945499999999999,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,597,597,597,0.39405199999999996,1e-05,0.1944990000000001,0.1993539999999998,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,597,597,597,0.6427750000000001,1e-05,0.20437700000000003,0.43400400000000006,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,60,60,60,0.6659459999999999,1e-05,0.3678060000000001,0.07028999999999996,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,597,597,597,0.303253,1e-05,0.07035400000000003,0.23264099999999988,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,597,597,597,0.677649,1e-05,0.2918930000000002,0.34646299999999997,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,54,54,54,2.206696,1e-05,0.06519999999999992,1.8224609999999999,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,60,60,1474,0.9918249999999997,1e-05,0.29128299999999974,0.700504,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,54,54,54,0.06592500000000001,1e-05,8.800000000031005e-05,5.100000000002325e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,841,597,597,0.39676500000000026,1e-05,0.06579999999999986,0.29295700000000036,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,54,54,54,0.45640899999999984,1e-05,0.3308970000000002,0.12301999999999991,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,1111,597,597,1.223491,1e-05,0.7742489999999997,0.448944,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,1474,60,60,0.8114630000000003,1e-05,0.07355500000000026,0.4490780000000001,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,597,597,597,0.5770309999999998,1e-05,0.29167999999999994,0.24623499999999998,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,54,54,54,0.2575919999999998,1e-05,0.08881599999999956,0.16447700000000065,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,1111,597,597,0.5280449999999997,1e-05,0.0007269999999999222,0.527072,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,60,60,60,0.5277959999999999,1e-05,0.00042600000000003746,0.5272089999999996,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,597,597,597,0.7392860000000008,1e-05,0.16447400000000023,0.5366439999999999,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,60,1474,1474,0.7211979999999993,1e-05,0.7210359999999998,0.000128000000000128,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,54,54,54,0.15134699999999945,1e-05,0.151192,0.0001029999999992981,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,1111,1111,597,0.7352119999999998,1e-05,0.7340290000000005,0.0010159999999999059,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,60,60,60,0.21154000000000028,1e-05,0.0009709999999998331,0.11277399999999993,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,841,597,597,0.2606609999999998,1e-05,0.11814999999999998,0.10624400000000023,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,54,54,54,0.5089079999999999,1e-05,0.260637,0.0921460000000005,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,597,597,597,0.22326699999999988,1e-05,0.15618399999999966,0.06480500000000067,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,597,597,597,0.4498709999999999,1e-05,0.3877859999999993,0.06185300000000016,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,60,60,60,0.16216000000000008,1e-05,0.061830000000000496,0.0002740000000001075,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,54,54,54,0.4703930000000005,1e-05,0.2036390000000008,0.20188999999999968,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,597,597,597,0.30286400000000047,1e-05,0.23787499999999984,0.06493000000000038,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,597,597,1111,0.5199150000000001,1e-05,0.40535999999999994,0.11429400000000012,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,60,60,60,0.6113720000000002,1e-05,0.11427800000000055,0.29581999999999997,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,1111,597,597,0.5404999999999998,1e-05,0.2965099999999996,0.20476500000000009,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,54,54,54,0.9043639999999993,1e-05,0.6531919999999998,0.25109599999999954,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,597,597,1111,0.5022769999999994,1e-05,0.4944069999999998,0.007613000000000092,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,1474,60,60,0.11429799999999979,1e-05,0.0028500000000004633,0.007651999999999326,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,205,597,597,0.7294740000000006,1e-05,0.114147,0.6152640000000007,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,54,54,54,0.7428599999999994,1e-05,0.15279799999999977,0.5766450000000001,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,597,597,597,0.5905649999999998,1e-05,0.3514020000000002,0.23894699999999958,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,60,60,60,0.6552349999999993,1e-05,0.3512699999999995,0.23902499999999982,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,597,597,597,0.3146570000000004,1e-05,0.2299679999999995,0.07585100000000011,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,54,54,1514,0.3109649999999995,1e-05,0.2989460000000008,0.01192200000000021,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,60,60,60,0.7042989999999989,1e-05,0.42011299999999885,0.2841390000000015,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,597,597,247,0.7048059999999996,1e-05,0.42037499999999994,0.28432999999999886,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,597,597,597,0.9992649999999994,1e-05,0.33812400000000054,0.6553589999999989,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,60,1474,1310,0.6531610000000008,1e-05,0.6487619999999996,9.100000000117348e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,1514,54,54,0.6535450000000012,1e-05,0.6490760000000009,0.004402000000000683,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,54,54,54,0.021418000000000603,1e-05,0.021303000000001404,7.100000000015427e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,1310,1474,1474,0.06094799999999978,1e-05,0.060871999999999815,6.199999999978445e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,1474,1474,838,0.06110199999999999,1e-05,0.060862999999999445,0.0002250000000003638,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,54,54,54,0.046355000000000146,1e-05,4.900000000063187e-05,0.04624699999999926,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,1474,1474,60,0.00792600000000121,1e-05,0.00011500000000097543,0.0010999999999992127,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,54,54,54,0.018803000000000125,1e-05,5.400000000044258e-05,0.007939000000000362,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,1228,1392,1474,0.018800000000000594,1e-05,0.007754000000000261,0.011008999999999602,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,1392,1474,1228,0.010988000000001108,1e-05,0.01086900000000135,6.49999999993156e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,54,54,54,0.04633000000000109,1e-05,0.00011700000000125499,0.03723099999999846,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,3,1474,1474,1474,0.04635799999999968,1e-05,0.04622700000000002,0.00011399999999994748,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,3,54,54,54,0.018978000000000605,1e-05,8.899999999911756e-05,0.001796000000000575,MAIL_gate_Email_IMAP_filetransfer.pcap
