@Relation test
@Attribute feature_0 numeric
@Attribute feature_1 numeric
@Attribute feature_2 numeric
@Attribute feature_3 numeric
@Attribute feature_4 numeric
@Attribute feature_5 numeric
@Attribute feature_6 numeric
@Attribute feature_7 numeric
@Attribute class {MAIL_gate_Email_IMAP_filetransfer.pcap,MAIL_gate_POP_filetransfer.pcap,MAIL_Gateway_Thunderbird_Imap.pcap}
@data
3325347879,167772687,443,59960,10,60.0,2.2117430000000002,0.2138607777777778,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,673.0,2.2159549999999997,0.24618955555555555,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,621.4,2.2069360000000002,0.24521355555555552,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,492.0,2.990264,0.3314221111111111,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,484.2,2.7766540000000006,0.3085105555555556,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,621.4,2.1367180000000006,0.2364991111111111,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,54.0,2.0321249999999997,0.2155597777777777,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,751.2,2.517226,0.2796634444444444,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,201.4,1.5934939999999997,0.1546911111111111,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,648.4,1.408239,0.15211266666666667,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,54.0,2.2738889999999996,0.2511635555555556,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,699.8,2.6412459999999998,0.29344777777777775,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,201.4,2.755171,0.23468788888888892,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,645.5,2.765239000000001,0.3072445555555557,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,346.0,1.0254930000000009,0.11393977777777782,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1291.6,0.1306799999999999,0.014518222222222358,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,54.0,0.1117019999999993,0.012405666666666489,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1344.8,0.13080599999999976,0.014531000000000047,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1250.6,0.12535399999999974,0.013925222222222268,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,54.0,0.09630500000000097,0.009109555555555617,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1319.0,0.07942599999999977,0.008791555555555577,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1291.6,0.09442499999999932,0.010490555555555522,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,54.0,0.09319299999999942,0.010352333333333321,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1219.2,0.1281870000000005,0.014237111111111034,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1101.0,0.05324799999999996,0.0059151111111111175,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,562.0,1.836974999999999,0.20409077777777776,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1117.4,0.20969300000000146,0.023297888888889062,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,54.0,0.24485899999999994,0.027202444444444356,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1318.5,0.21051499999999912,0.023389333333333165,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1433.0,0.0284519999999997,0.0031607777777777654,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,54.0,0.06591199999999908,0.007318444444444417,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1441.2,0.06540499999999838,0.007265666666666664,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1076.4,0.041845999999999606,0.00455088888888887,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,54.0,0.06498200000000054,0.007214444444444486,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1250.6,0.07368300000000083,0.008186222222222305,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1190.4,0.16140299999999996,0.017932888888888873,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,976.0,0.08770900000000026,0.009744777777777911,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,54.0,0.10093499999999977,0.011212888888888864,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1389.1,0.09531500000000115,0.0063126666666667814,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1109.2,0.11430200000000035,0.012698333333333403,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,54.0,0.11471600000000137,0.012713333333333429,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1383.8,0.0736220000000003,0.008178888888888933,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1283.4,0.07375399999999921,0.008193777777777732,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,54.0,0.11570500000000017,0.0128497777777778,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1234.2,0.05142900000000061,0.00571333333333336,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,699.8,0.4428289999999997,0.049180444444444485,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1325.8,0.12229400000000012,0.011990999999999887,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,54.0,0.08001500000000128,0.008886111111111225,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1150.2,0.11302599999999963,0.012557111111111081,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,54.0,0.047404999999999475,0.004974777777777699,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1383.8,0.06458100000000044,0.007172666666666593,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,984.2,0.08044600000000024,0.0027905555555555062,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1367.4,0.03448999999999991,0.0038312222222221712,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,54.0,0.09501800000000138,0.010550000000000084,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1315.6,0.12364599999999903,0.013732444444444289,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1101.0,0.030350999999999573,0.003370444444444429,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,54.0,0.11599200000000032,0.012883111111111055,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1316.2,0.037142999999998594,0.004126,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1318.2,0.0814970000000006,0.009054555555555725,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1109.2,0.42237100000000005,0.04692866666666657,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,54.0,0.5898540000000008,0.06474322222222224,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,597.0,0.9345949999999998,0.10383233333333328,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1015.9,0.8802140000000005,0.09779500000000002,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,54.0,0.23097699999999932,0.025659222222222253,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1258.8,0.3528909999999996,0.039209222222222256,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,54.0,0.11544799999999888,0.012823555555555465,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1076.4,0.1153480000000009,0.012815111111111024,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1319.2,0.115672,0.01285122222222215,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,200.0,0.7854780000000012,0.08602622222222224,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1017.0,0.7856419999999993,0.08729244444444441,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,963.9,0.9006679999999996,0.10007333333333336,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,10,54.0,0.21703000000000117,0.013137777777777792,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1142.0,0.1781889999999997,0.01979655555555541,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,10,1216.7,0.2284019999999991,0.02537688888888883,MAIL_gate_Email_IMAP_filetransfer.pcap
