167772687,3325347879,59960,443,2,1514,1514,0.000234,1e-05,0.000128,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,2,60,60,0.000275,1e-05,0.00013500000000000003,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,2,1235,205,0.000354,1e-05,0.00029500000000000007,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,2,1514,54,0.774722,1e-05,0.709563,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,2,597,597,0.06526299999999996,1e-05,0.065222,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,2,60,60,0.855033,1e-05,0.789616,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,2,597,597,0.07028500000000004,1e-05,0.07008000000000003,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,2,597,597,0.1988890000000001,1e-05,0.19361099999999998,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,2,60,60,0.393393,1e-05,0.1945499999999999,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,2,597,597,0.19955299999999987,1e-05,0.1993539999999998,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,2,60,60,0.4335500000000001,1e-05,0.3678060000000001,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,2,597,597,0.43839800000000007,1e-05,0.43400400000000006,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,2,597,597,0.07050599999999996,1e-05,0.07035400000000003,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,2,60,60,0.5197430000000001,1e-05,0.23274700000000004,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,2,597,597,0.29593100000000017,1e-05,0.2918930000000002,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,2,597,1111,0.29154099999999983,1e-05,0.2912920000000001,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,2,54,54,2.141496,1e-05,1.8224609999999999,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,2,60,1474,0.700542,1e-05,0.700504,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,2,54,54,0.00012500000000015277,1e-05,8.800000000031005e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,2,597,841,0.3585050000000001,1e-05,0.3584909999999999,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,2,54,54,0.07331899999999969,1e-05,0.06585399999999986,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,2,1474,60,0.35881500000000033,1e-05,0.07355500000000026,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,2,597,597,0.3309650000000004,1e-05,0.29295700000000036,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,2,54,54,0.12551199999999962,1e-05,0.12301999999999991,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,2,597,597,0.44924200000000036,1e-05,0.448944,MAIL_gate_Email_IMAP_filetransfer.pcap
